building_CD

[OBJECT:BUILDING]

{!SHARED_BUILDING_WORKSHOP;CD_ENTITY;NULL;
	[NAME:entity buillding]
	[BUILD_ITEM:5:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:3:TABLE:NONE:NONE:NONE]
	[BUILD_ITEM:2:BARREL:NONE:NONE:NONE]
	[EMPTY]
	[BUILD_ITEM:2:BOX:NONE:NONE:NONE]
	[BUILD_ITEM:1:DOOR:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_RESEARCH;NULL;
	[NAME:Research Lab]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:29:209:29]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_RESEARCH_LAB:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_ARCHEOLOGISTS;NULL;
	[NAME:Archeologist Workshop]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:'^':209:253]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_ARCHEOLOGIST_WORKSHOP:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_SMELTER_ARCANE;NULL;
	[NAME:Arcane Smelter]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1]
	[BLOCK:2:1:0:1]
	[BLOCK:3:1:0:1]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:1:7:0:1:7:0:1]
	[COLOR:0:3:7:0:1:7:0:1:7:0:1]
	[TILE:1:1:'~':4:'~']
	[TILE:1:2:'~':229:'~']
	[TILE:1:3:'~':'`':'~']
	[COLOR:1:1:4:0:0:7:0:0:4:0:0]
	[COLOR:1:2:4:0:0:7:0:0:4:0:0]
	[COLOR:1:3:4:0:0:7:0:1:4:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_ARCANE_SMELTER:NONE:NONE]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
}

{!SHARED_BUILDING_WORKSHOP;CD_SMELTER_INFUSION;NULL;
	[NAME:Infusion Chamber]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1]
	[BLOCK:2:1:0:1]
	[BLOCK:3:1:0:1]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:1:7:0:1:7:0:1]
	[COLOR:0:3:7:0:1:7:0:1:7:0:1]
	[TILE:1:1:219:'~':219]
	[TILE:1:2:221:'^':222]
	[TILE:1:3:219:'`':219]
	[COLOR:1:1:7:0:0:4:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_INFUSION_CHAMBER:NONE:NONE]
	[BUILD_ITEM:1:TRAPPARTS:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_ENGINEER;NULL;
	[NAME:Engineer Workshop]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:237:209:'^']
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_ENGINEERING_WORKSHOP:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
	[BUILD_ITEM:2:TRAPPARTS:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_ALCHEMY;NULL;
	[NAME:Alchemy Lab]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:4:209:238]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_ALCHEMIST_LAB:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
	[BUILD_ITEM:1:BARREL:NONE:NONE:NONE]
	[EMPTY]
	[BUILD_ITEM:1:BUCKET:NONE:NONE:NONE]
	[EMPTY]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_GEM;NULL;
	[NAME:Gem Workshop]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:4:209:4]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_CREATURE;NULL;
	[NAME:Creature Lab]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:225:209:13]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_CREATURE_WORKSHOP:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_WORKSHOP_APOTHECARY;NULL;
	[NAME:Apothecary]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:1:7:0:1:7:0:1]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:10:209:130]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_APOTHECARY:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
	[BUILD_ITEM:1:TABLE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_SOUL;NULL;
	[NAME:Soul Forge]
	[NAME_COLOR:7:0:1]
	[DIM:5:5]
	[WORK_LOCATION:3:3]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1:1:1]
	[BLOCK:2:1:0:1:0:1]
	[BLOCK:3:1:1:1:1:1]
	[BLOCK:4:1:0:0:0:1]
	[BLOCK:5:1:1:0:1:1]
	[TILE:0:1:'`':'`':'`':'`':'`']
	[TILE:0:2:'`':'`':'`':'`':'`']
	[TILE:0:3:'`':'`':'`':'`':'`']
	[TILE:0:4:'`':'`':'`':'`':'`']
	[TILE:0:5:'`':'`':'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:4:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:5:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:218:196:196:196:191]
	[TILE:1:2:179:'`':164:'`':179]
	[TILE:1:3:179:164:241:164:179]
	[TILE:1:4:179:'`':'`':'`':179]
	[TILE:1:5:192:196:'`':196:217]
	[COLOR:1:1:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:3:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:3:0:0:4:0:0:3:0:0:7:0:0]
	[COLOR:1:4:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:1:5:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_SOUL_FORGE:NONE:NONE]
	[BUILD_ITEM:5:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
	[BUILD_ITEM:3:STATUE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_ARCANE;NULL;
	[NAME:Arcane Forge]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1]
	[BLOCK:2:1:0:1]
	[BLOCK:3:1:0:1]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:4:229:4]
	[TILE:1:2:'~':'`':'~']
	[TILE:1:3:'~':'`':'~']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:4:0:0:7:0:0:4:0:0]
	[COLOR:1:3:4:0:0:7:0:0:4:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_ARCANE_FORGE:NONE:NONE]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_GLASS;NULL;
	[NAME:Glass Forge]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:GLASSMAKER]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:'^':229:'^']
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_GEM;NULL;
	[NAME:Gem Forge]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:4:229:4]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[WORTHLESS_STONE_ONLY]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_CREATURE;NULL;
	[NAME:Creature Forge]
	[NAME_COLOR:7:0:1]
	[DIM:3:3]
	[WORK_LOCATION:2:2]
	[BUILD_LABOR:FORGE_WEAPON]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'`':'`':'`']
	[TILE:0:2:'`':'`':'`']
	[TILE:0:3:'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:225:229:225]
	[TILE:1:2:'`':'`':'`']
	[TILE:1:3:'`':'`':'`']
	[COLOR:1:1:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:7:0:0:7:0:0]
	[COLOR:1:3:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_CREATURE_FORGE:NONE:NONE]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:3:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
}

{!SHARED_BUILDING_WORKSHOP;CD_FORGE_GOLEM;NULL;
	[NAME:Golem Forge]
	[NAME_COLOR:7:0:1]
	[DIM:7:7]
	[WORK_LOCATION:4:5]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1:1:1:1:1]
	[BLOCK:2:1:1:1:1:1:1:1]
	[BLOCK:3:1:1:0:0:0:1:1]
	[BLOCK:4:1:1:0:0:0:1:1]
	[BLOCK:5:1:1:0:0:0:1:1]
	[BLOCK:6:1:1:1:0:1:1:1]
	[BLOCK:7:1:1:1:0:1:1:1]
	[TILE:0:1:'`':'`':'`':'`':'`':'`':'`']
	[TILE:0:2:'`':'`':'`':'`':'`':'`':'`']
	[TILE:0:3:'`':'`':'`':'`':'`':'`':'`']
	[TILE:0:4:'`':'`':'`':'`':'`':'`':'`']
	[TILE:0:5:'`':'`':'`':',':'`':'`':'`']
	[TILE:0:6:'`':'`':'`':'`':'`':'`':'`']
	[TILE:0:7:'`':'`':'`':'`':'`':'`':'`']
	[COLOR:0:1:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:2:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:3:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:4:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:5:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:6:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:0:7:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[TILE:1:1:218:196:196:196:196:196:191]
	[TILE:1:2:179:'~':'~':'~':'~':'~':179]
	[TILE:1:3:179:'~':201:234:187:'~':179]
	[TILE:1:4:179:'~':234:229:234:'~':179]
	[TILE:1:5:179:'~':200:',':188:'~':179]
	[TILE:1:6:179:'~':'~':'`':'~':'~':179]
	[TILE:1:7:192:196:196:'`':196:196:217]
	[COLOR:1:1:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[COLOR:1:2:7:0:0:4:12:0:4:12:0:4:12:0:4:12:0:4:12:0:7:0:0]
	[COLOR:1:3:7:0:0:4:12:0:7:0:0:7:0:0:7:0:0:4:12:0:7:0:0]
	[COLOR:1:4:7:0:0:4:12:0:7:0:0:7:0:0:7:0:0:4:12:0:7:0:0]
	[COLOR:1:5:7:0:0:4:12:0:7:0:0:7:0:0:7:0:0:4:12:0:7:0:0]
	[COLOR:1:6:7:0:0:4:12:0:4:12:0:7:0:0:4:12:0:4:12:0:7:0:0]
	[COLOR:1:7:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0:7:0:0]
	[BUILD_ITEM:1:TOOL:BLUEPRINT_ITEM_TOOL_GOLEM_FORGE:NONE:NONE]
	[BUILD_ITEM:1:ANVIL:NONE:NONE:NONE]
	[BUILD_ITEM:7:BLOCKS:NONE:NONE:NONE]
	[BUILDMAT]
	[MAGMA_BUILD_SAFE]
	[WORTHLESS_STONE_ONLY]
	[NEEDS_MAGMA]
	[BUILD_ITEM:3:TRAPPARTS:NONE:NONE:NONE]
	[BUILD_ITEM:3:STATUE:NONE:NONE:NONE]
}

{!SHARED_BUILDING_WORKSHOP;CD_PROFESSIONS_MAGES_TOWER;NULL;
	[NAME:Mages Tower]
	[NAME_COLOR:7:0:1]
	[DIM:11:11]
	[WORK_LOCATION:6:6]
	[BUILD_LABOR:ARCHITECT]
	[BLOCK:1:1:1:1:1:1:1:1:1:1:1:1]
	[BLOCK:2:1:0:0:0:0:0:0:0:0:0:1]
